Gene name	Gene stable ID	Transcript stable ID
zgc:136864	ENSDARG00000059816	ENSDART00000145270
tsen15	ENSDARG00000069280	ENSDART00000100696
tmem141	ENSDARG00000101963	ENSDART00000161252
tmem11	ENSDARG00000070866	ENSDART00000135299
tmem11	ENSDARG00000070866	ENSDART00000104397
dennd1c	ENSDARG00000078503	ENSDART00000142505
dennd1c	ENSDARG00000078503	ENSDART00000137237
dennd1c	ENSDARG00000078503	ENSDART00000183325
	ENSDARG00000022101	ENSDART00000173058
	ENSDARG00000022101	ENSDART00000157373
	ENSDARG00000022101	ENSDART00000173322
	ENSDARG00000022101	ENSDART00000173406
or55a2	ENSDARG00000105711	ENSDART00000167567
	ENSDARG00000089429	ENSDART00000135988
	ENSDARG00000089429	ENSDART00000124811
	ENSDARG00000089429	ENSDART00000180274
	ENSDARG00000089429	ENSDART00000182719
bhlha15	ENSDARG00000045166	ENSDART00000112119
or55a4	ENSDARG00000105683	ENSDART00000174319
	ENSDARG00000028276	ENSDART00000037250
	ENSDARG00000009194	ENSDART00000136775
	ENSDARG00000009194	ENSDART00000151958
	ENSDARG00000009194	ENSDART00000152017
	ENSDARG00000009194	ENSDART00000152010
	ENSDARG00000113956	ENSDART00000158762
	ENSDARG00000112373	ENSDART00000137832
si:dkey-88n24.11	ENSDARG00000105367	ENSDART00000172921
si:dkey-88n24.11	ENSDARG00000105367	ENSDART00000175200
nrxn3a	ENSDARG00000043746	ENSDART00000155341
nrxn3a	ENSDARG00000043746	ENSDART00000156928
nrxn3a	ENSDARG00000043746	ENSDART00000156391
nrxn3a	ENSDARG00000043746	ENSDART00000154519
nrxn3a	ENSDARG00000043746	ENSDART00000153697
nrxn3a	ENSDARG00000043746	ENSDART00000155007
nrxn3a	ENSDARG00000043746	ENSDART00000064241
nrxn3a	ENSDARG00000043746	ENSDART00000109034
si:ch211-193i15.1	ENSDARG00000098988	ENSDART00000166171
PPP1R16B	ENSDARG00000079860	ENSDART00000157066
PPP1R16B	ENSDARG00000079860	ENSDART00000111992
	ENSDARG00000090471	ENSDART00000140688
styx	ENSDARG00000057699	ENSDART00000039165
styx	ENSDARG00000057699	ENSDART00000147960
asph	ENSDARG00000055945	ENSDART00000133202
asph	ENSDARG00000055945	ENSDART00000099208
asph	ENSDARG00000055945	ENSDART00000133083
asph	ENSDARG00000055945	ENSDART00000174928
	ENSDARG00000094216	ENSDART00000148349
	ENSDARG00000096792	ENSDART00000153354
gmeb1	ENSDARG00000062060	ENSDART00000144376
gmeb1	ENSDARG00000062060	ENSDART00000138709
gmeb1	ENSDARG00000062060	ENSDART00000151169
si:ch211-217k17.10	ENSDARG00000079345	ENSDART00000140740
prpf31	ENSDARG00000095904	ENSDART00000140794
prpf31	ENSDARG00000095904	ENSDART00000137029
prpf31	ENSDARG00000095904	ENSDART00000190122
TRIM62	ENSDARG00000095536	ENSDART00000139009
	ENSDARG00000112935	ENSDART00000147924
mpzl1l	ENSDARG00000059048	ENSDART00000135903
mpzl1l	ENSDARG00000059048	ENSDART00000138812
uhrf1	ENSDARG00000103409	ENSDART00000169317
fbxo30b	ENSDARG00000019311	ENSDART00000013635
vps54	ENSDARG00000102960	ENSDART00000167536
vps54	ENSDARG00000102960	ENSDART00000161029
vps54	ENSDARG00000102960	ENSDART00000170001
vps54	ENSDARG00000102960	ENSDART00000165505
	ENSDARG00000105584	ENSDART00000173867
	ENSDARG00000105584	ENSDART00000173659
or55a3	ENSDARG00000105677	ENSDART00000170086
lemd3	ENSDARG00000015824	ENSDART00000013604
trdmt1	ENSDARG00000034518	ENSDART00000048633
trdmt1	ENSDARG00000034518	ENSDART00000151845
arl6ip1	ENSDARG00000054578	ENSDART00000058955
arl6ip1	ENSDARG00000054578	ENSDART00000145382
arl6ip1	ENSDARG00000054578	ENSDART00000139090
CNTNAP5	ENSDARG00000075189	ENSDART00000134035
CNTNAP5	ENSDARG00000075189	ENSDART00000110136
zgc:113443	ENSDARG00000100803	ENSDART00000162498
zgc:113443	ENSDARG00000100803	ENSDART00000161225
nptx2b	ENSDARG00000045164	ENSDART00000066407
fhdc1	ENSDARG00000074812	ENSDART00000134470
fhdc1	ENSDARG00000074812	ENSDART00000111686
calcrla	ENSDARG00000011473	ENSDART00000144353
AKAP13	ENSDARG00000079994	ENSDART00000164218
AKAP13	ENSDARG00000079994	ENSDART00000156769
AKAP13	ENSDARG00000079994	ENSDART00000180094
ptges3l	ENSDARG00000079462	ENSDART00000114961
smcr8a	ENSDARG00000052818	ENSDART00000074746
ryk	ENSDARG00000007231	ENSDART00000132097
ryk	ENSDARG00000007231	ENSDART00000128985
ryk	ENSDARG00000007231	ENSDART00000079397
rbm39b	ENSDARG00000041853	ENSDART00000143129
rbm39b	ENSDARG00000041853	ENSDART00000133415
rbm39b	ENSDARG00000041853	ENSDART00000139576
rbm39b	ENSDARG00000041853	ENSDART00000061328
rbm39b	ENSDARG00000041853	ENSDART00000098634
rbm39b	ENSDARG00000041853	ENSDART00000140233
rbm39b	ENSDARG00000041853	ENSDART00000189275
rbm39b	ENSDARG00000041853	ENSDART00000178556
slc6a18	ENSDARG00000068387	ENSDART00000167100
dnm1l	ENSDARG00000015006	ENSDART00000173434
dnm1l	ENSDARG00000015006	ENSDART00000145987
dnm1l	ENSDARG00000015006	ENSDART00000133860
dnm1l	ENSDARG00000015006	ENSDART00000006840
mylpfb	ENSDARG00000002589	ENSDART00000135036
mylpfb	ENSDARG00000002589	ENSDART00000003847
rtn4ip1	ENSDARG00000031366	ENSDART00000040032
hspe1	ENSDARG00000056167	ENSDART00000143103
hspe1	ENSDARG00000056167	ENSDART00000144947
hspe1	ENSDARG00000056167	ENSDART00000127916
hspe1	ENSDARG00000056167	ENSDART00000185153
hspe1	ENSDARG00000056167	ENSDART00000183298
hspe1	ENSDARG00000056167	ENSDART00000078608
cspg5a	ENSDARG00000069981	ENSDART00000148635
cspg5a	ENSDARG00000069981	ENSDART00000148475
cspg5a	ENSDARG00000069981	ENSDART00000193214
cspg5a	ENSDARG00000069981	ENSDART00000102305
lrrc8aa	ENSDARG00000032188	ENSDART00000148138
pdzd7a	ENSDARG00000076974	ENSDART00000136749
pdzd7a	ENSDARG00000076974	ENSDART00000160779
ccdc86	ENSDARG00000059908	ENSDART00000083836
	ENSDARG00000098025	ENSDART00000154455
caskb	ENSDARG00000100119	ENSDART00000165213
caskb	ENSDARG00000100119	ENSDART00000164469
zgc:86598	ENSDARG00000014222	ENSDART00000020344
zgc:86598	ENSDARG00000014222	ENSDART00000125504
zgc:86598	ENSDARG00000014222	ENSDART00000151301
zgc:86598	ENSDARG00000014222	ENSDART00000193144
zgc:86598	ENSDARG00000014222	ENSDART00000181288
	ENSDARG00000102087	ENSDART00000167040
ak7a	ENSDARG00000019001	ENSDART00000147071
ak7a	ENSDARG00000019001	ENSDART00000152398
ak7a	ENSDARG00000019001	ENSDART00000152647
ak7a	ENSDARG00000019001	ENSDART00000152385
ak7a	ENSDARG00000019001	ENSDART00000152539
ptpdc1a	ENSDARG00000061656	ENSDART00000088177
ptpdc1a	ENSDARG00000061656	ENSDART00000172895
ptpdc1a	ENSDARG00000061656	ENSDART00000173444
capn10	ENSDARG00000076634	ENSDART00000150002
capn10	ENSDARG00000076634	ENSDART00000148595
capn10	ENSDARG00000076634	ENSDART00000109890
eef1b2	ENSDARG00000044521	ENSDART00000136149
eef1b2	ENSDARG00000044521	ENSDART00000142692
eef1b2	ENSDARG00000044521	ENSDART00000065373
eef1b2	ENSDARG00000044521	ENSDART00000134583
eef1b2	ENSDARG00000044521	ENSDART00000138094
eef1b2	ENSDARG00000044521	ENSDART00000147851
eef1b2	ENSDARG00000044521	ENSDART00000185321
txndc9	ENSDARG00000069853	ENSDART00000145431
txndc9	ENSDARG00000069853	ENSDART00000136902
txndc9	ENSDARG00000069853	ENSDART00000146850
txndc9	ENSDARG00000069853	ENSDART00000101991
atp10a	ENSDARG00000061039	ENSDART00000086533
atp10a	ENSDARG00000061039	ENSDART00000190339
zgc:158320	ENSDARG00000099373	ENSDART00000168654
eml2	ENSDARG00000008808	ENSDART00000155154
eml2	ENSDARG00000008808	ENSDART00000155305
eml2	ENSDARG00000008808	ENSDART00000182790
eml2	ENSDARG00000008808	ENSDART00000192461
eml2	ENSDARG00000008808	ENSDART00000017268
	ENSDARG00000094998	ENSDART00000146398
C2H14orf119	ENSDARG00000054292	ENSDART00000131384
C2H14orf119	ENSDARG00000054292	ENSDART00000141614
C2H14orf119	ENSDARG00000054292	ENSDART00000192707
C2H14orf119	ENSDARG00000054292	ENSDART00000159396
	ENSDARG00000092673	ENSDART00000142722
si:dkey-66i24.9	ENSDARG00000096689	ENSDART00000153074
ftr53	ENSDARG00000041220	ENSDART00000130995
ftr53	ENSDARG00000041220	ENSDART00000141997
ftr53	ENSDARG00000041220	ENSDART00000060425
	ENSDARG00000097950	ENSDART00000154914
atp6v1e1a	ENSDARG00000014085	ENSDART00000008986
si:ch73-144d13.7	ENSDARG00000096828	ENSDART00000154224
xkr8.4	ENSDARG00000078841	ENSDART00000098592
sox5	ENSDARG00000011582	ENSDART00000134595
sox5	ENSDARG00000011582	ENSDART00000162945
vcpip1	ENSDARG00000060177	ENSDART00000134203
vcpip1	ENSDARG00000060177	ENSDART00000084517
or71as1	ENSDARG00000054718	ENSDART00000132455
lancl1	ENSDARG00000013741	ENSDART00000016139
lancl1	ENSDARG00000013741	ENSDART00000132217
lancl1	ENSDARG00000013741	ENSDART00000123563
lancl1	ENSDARG00000013741	ENSDART00000135112
	ENSDARG00000097952	ENSDART00000156853
	ENSDARG00000097856	ENSDART00000153629
shhb	ENSDARG00000038867	ENSDART00000056747
ADORA1	ENSDARG00000070056	ENSDART00000102509
dll4	ENSDARG00000070425	ENSDART00000103320
dll4	ENSDARG00000070425	ENSDART00000191703
galnt1	ENSDARG00000061335	ENSDART00000140673
galnt1	ENSDARG00000061335	ENSDART00000087368
si:dkey-22f5.9	ENSDARG00000092044	ENSDART00000139764
si:dkey-22f5.9	ENSDARG00000092044	ENSDART00000134721
zgc:110269	ENSDARG00000012325	ENSDART00000100307
zgc:110269	ENSDARG00000012325	ENSDART00000005381
	ENSDARG00000102240	ENSDART00000160621
atp6v1ab	ENSDARG00000076318	ENSDART00000154259
arg2	ENSDARG00000039269	ENSDART00000057377
pcgf5a	ENSDARG00000071007	ENSDART00000104715
	ENSDARG00000095649	ENSDART00000142663
tnip2	ENSDARG00000074501	ENSDART00000113542
pkhd1l1.1	ENSDARG00000091116	ENSDART00000130472
fth1b	ENSDARG00000007975	ENSDART00000029580
gfod1	ENSDARG00000061363	ENSDART00000087441
gfod1	ENSDARG00000061363	ENSDART00000181867
iqce	ENSDARG00000089930	ENSDART00000123431
iqce	ENSDARG00000089930	ENSDART00000163971
rc3h2	ENSDARG00000063050	ENSDART00000147997
rc3h2	ENSDARG00000063050	ENSDART00000091780
rc3h2	ENSDARG00000063050	ENSDART00000184287
	ENSDARG00000054290	ENSDART00000146485
	ENSDARG00000054290	ENSDART00000125139
	ENSDARG00000054290	ENSDART00000137395
	ENSDARG00000054290	ENSDART00000131901
	ENSDARG00000054290	ENSDART00000142342
	ENSDARG00000054290	ENSDART00000136082
	ENSDARG00000054290	ENSDART00000144518
	ENSDARG00000054290	ENSDART00000128043
phf5a	ENSDARG00000045155	ENSDART00000141346
phf5a	ENSDARG00000045155	ENSDART00000066397
phf5a	ENSDARG00000045155	ENSDART00000144771
or15.37	ENSDARG00000041034	ENSDART00000060127
slc39a7	ENSDARG00000104451	ENSDART00000157523
slc39a7	ENSDARG00000104451	ENSDART00000166562
gabrz	ENSDARG00000094512	ENSDART00000152936
gabrz	ENSDARG00000094512	ENSDART00000076322
hspd1	ENSDARG00000056160	ENSDART00000078596
hspd1	ENSDARG00000056160	ENSDART00000127938
	ENSDARG00000071052	ENSDART00000144268
	ENSDARG00000071052	ENSDART00000141745
dtd2	ENSDARG00000036775	ENSDART00000136199
mrpl30	ENSDARG00000069850	ENSDART00000101986
	ENSDARG00000116211	ENSDART00000156367
	ENSDARG00000116211	ENSDART00000154478
cab39l	ENSDARG00000036658	ENSDART00000053240
cab39l	ENSDARG00000036658	ENSDART00000132861
shmt1	ENSDARG00000052816	ENSDART00000132225
shmt1	ENSDARG00000052816	ENSDART00000141578
shmt1	ENSDARG00000052816	ENSDART00000074737
cry1a	ENSDARG00000045768	ENSDART00000067281
cry1a	ENSDARG00000045768	ENSDART00000130692
zdhhc5b	ENSDARG00000087417	ENSDART00000128508
gad1b	ENSDARG00000027419	ENSDART00000122348
gad1b	ENSDARG00000027419	ENSDART00000140419
gad1b	ENSDARG00000027419	ENSDART00000138185
gad1b	ENSDARG00000027419	ENSDART00000185273
gad1b	ENSDARG00000027419	ENSDART00000179091
gad1b	ENSDARG00000027419	ENSDART00000003008
pak2a	ENSDARG00000068177	ENSDART00000169547
pak2a	ENSDARG00000068177	ENSDART00000098417
pak2a	ENSDARG00000068177	ENSDART00000177428
pak2a	ENSDARG00000068177	ENSDART00000159541
drp2	ENSDARG00000101419	ENSDART00000170042
drp2	ENSDARG00000101419	ENSDART00000184548
drp2	ENSDARG00000101419	ENSDART00000180518
s1pr5a	ENSDARG00000040526	ENSDART00000132987
s1pr5a	ENSDARG00000040526	ENSDART00000191369
	ENSDARG00000093595	ENSDART00000143864
g6pc1a.1	ENSDARG00000031616	ENSDART00000139419
g6pc1a.1	ENSDARG00000031616	ENSDART00000131301
g6pc1a.1	ENSDARG00000031616	ENSDART00000032050
tefa	ENSDARG00000039117	ENSDART00000057125
tefa	ENSDARG00000039117	ENSDART00000057124
mrpl14	ENSDARG00000068886	ENSDART00000099782
nubpl	ENSDARG00000054821	ENSDART00000077077
	ENSDARG00000098373	ENSDART00000161357
	ENSDARG00000098373	ENSDART00000171757
	ENSDARG00000096686	ENSDART00000153163
	ENSDARG00000096686	ENSDART00000152851
ogdha	ENSDARG00000034270	ENSDART00000148206
ogdha	ENSDARG00000034270	ENSDART00000132965
ogdha	ENSDARG00000034270	ENSDART00000046064
ogdha	ENSDARG00000034270	ENSDART00000022242
ogdha	ENSDARG00000034270	ENSDART00000170485
slc1a4	ENSDARG00000000551	ENSDART00000043004
slc1a4	ENSDARG00000000551	ENSDART00000057584
aspn	ENSDARG00000002192	ENSDART00000143164
aspn	ENSDARG00000002192	ENSDART00000064798
aspn	ENSDARG00000002192	ENSDART00000184366
aopep	ENSDARG00000068461	ENSDART00000139864
aopep	ENSDARG00000068461	ENSDART00000134046
aopep	ENSDARG00000068461	ENSDART00000143809
aopep	ENSDARG00000068461	ENSDART00000111358
aopep	ENSDARG00000068461	ENSDART00000133209
aopep	ENSDARG00000068461	ENSDART00000167065
pfdn2	ENSDARG00000025391	ENSDART00000036703
trim23	ENSDARG00000069420	ENSDART00000127581
	ENSDARG00000102223	ENSDART00000162512
crygs1	ENSDARG00000042992	ENSDART00000063127
crygs1	ENSDARG00000042992	ENSDART00000145265
crygs1	ENSDARG00000042992	ENSDART00000183743
nepro	ENSDARG00000043566	ENSDART00000135221
nepro	ENSDARG00000043566	ENSDART00000134454
	ENSDARG00000102070	ENSDART00000157698
	ENSDARG00000102070	ENSDART00000192657
birc5b	ENSDARG00000055655	ENSDART00000134710
birc5b	ENSDARG00000055655	ENSDART00000139111
birc5b	ENSDARG00000055655	ENSDART00000142179
	ENSDARG00000100890	ENSDART00000172259
	ENSDARG00000100890	ENSDART00000171164
sort1a	ENSDARG00000029402	ENSDART00000134481
sort1a	ENSDARG00000029402	ENSDART00000146093
sort1a	ENSDARG00000029402	ENSDART00000159752
	ENSDARG00000096955	ENSDART00000155019
	ENSDARG00000096955	ENSDART00000149845
	ENSDARG00000096955	ENSDART00000155522
	ENSDARG00000096955	ENSDART00000135635
	ENSDARG00000096955	ENSDART00000145547
	ENSDARG00000096955	ENSDART00000153990
	ENSDARG00000096955	ENSDART00000148467
nme2a	ENSDARG00000043820	ENSDART00000152835
nme2a	ENSDARG00000043820	ENSDART00000153424
nme2a	ENSDARG00000043820	ENSDART00000064339
nme2a	ENSDARG00000043820	ENSDART00000181253
	ENSDARG00000094471	ENSDART00000140433
	ENSDARG00000075676	ENSDART00000136037
	ENSDARG00000075676	ENSDART00000143841
irx3a	ENSDARG00000101076	ENSDART00000162850
irx3a	ENSDARG00000101076	ENSDART00000168658
irx3a	ENSDARG00000101076	ENSDART00000179004
pimr141	ENSDARG00000057253	ENSDART00000142876
pimr141	ENSDARG00000057253	ENSDART00000139879
pimr141	ENSDARG00000057253	ENSDART00000079856
gria4b	ENSDARG00000059368	ENSDART00000139525
gria4b	ENSDARG00000059368	ENSDART00000016916
b4gat1	ENSDARG00000077583	ENSDART00000111708
parietopsin	ENSDARG00000052056	ENSDART00000155266
parietopsin	ENSDARG00000052056	ENSDART00000073811
ppiaa	ENSDARG00000009212	ENSDART00000137036
ppiaa	ENSDARG00000009212	ENSDART00000025620
ppiaa	ENSDARG00000009212	ENSDART00000139986
ppiaa	ENSDARG00000009212	ENSDART00000123878
ppiaa	ENSDARG00000009212	ENSDART00000179658
or40a1	ENSDARG00000041032	ENSDART00000146695
or40a1	ENSDARG00000041032	ENSDART00000060125
or40a1	ENSDARG00000041032	ENSDART00000159182
tmem265	ENSDARG00000095937	ENSDART00000149714
tmem265	ENSDARG00000095937	ENSDART00000144912
cdkn2c	ENSDARG00000057610	ENSDART00000133742
cdkn2c	ENSDARG00000057610	ENSDART00000177231
pcnp	ENSDARG00000037713	ENSDART00000054925
pcnp	ENSDARG00000037713	ENSDART00000101586
pcnp	ENSDARG00000037713	ENSDART00000146682
pcnp	ENSDARG00000037713	ENSDART00000140189
pcnp	ENSDARG00000037713	ENSDART00000146238
pcnp	ENSDARG00000037713	ENSDART00000134213
pcnp	ENSDARG00000037713	ENSDART00000184465
hspa4b	ENSDARG00000018989	ENSDART00000002469
	ENSDARG00000103717	ENSDART00000160171
nit1	ENSDARG00000070116	ENSDART00000102629
nit1	ENSDARG00000070116	ENSDART00000180475
dus4l	ENSDARG00000006567	ENSDART00000130623
si:dkey-207b20.2	ENSDARG00000101201	ENSDART00000167504
	ENSDARG00000093610	ENSDART00000134736
	ENSDARG00000093610	ENSDART00000147910
	ENSDARG00000116855	ENSDART00000134290
desma	ENSDARG00000058656	ENSDART00000139071
desma	ENSDARG00000058656	ENSDART00000081550
desma	ENSDARG00000058656	ENSDART00000081553
si:ch211-133n4.6	ENSDARG00000092099	ENSDART00000133159
si:ch211-133n4.6	ENSDARG00000092099	ENSDART00000179855
klhl6	ENSDARG00000026990	ENSDART00000039174
klhl6	ENSDARG00000026990	ENSDART00000122748
	ENSDARG00000091539	ENSDART00000153940
si:ch211-284e13.6	ENSDARG00000092354	ENSDART00000159543
si:ch211-284e13.6	ENSDARG00000092354	ENSDART00000141791
si:ch211-284e13.6	ENSDARG00000092354	ENSDART00000170528
or42e1	ENSDARG00000041030	ENSDART00000060124
cax2	ENSDARG00000015732	ENSDART00000017043
	ENSDARG00000099207	ENSDART00000166571
	ENSDARG00000099207	ENSDART00000163637
	ENSDARG00000099207	ENSDART00000168944
	ENSDARG00000099207	ENSDART00000169014
	ENSDARG00000099207	ENSDART00000165324
	ENSDARG00000099207	ENSDART00000167743
mrpl11	ENSDARG00000013075	ENSDART00000135311
mrpl11	ENSDARG00000013075	ENSDART00000147447
mrpl11	ENSDARG00000013075	ENSDART00000019898
mrpl11	ENSDARG00000013075	ENSDART00000184303
	ENSDARG00000102843	ENSDART00000166026
	ENSDARG00000097306	ENSDART00000154747
or42d1	ENSDARG00000086633	ENSDART00000125585
	ENSDARG00000031731	ENSDART00000109481
rap1gapa	ENSDARG00000056554	ENSDART00000079035
rap1gapa	ENSDARG00000056554	ENSDART00000147696
rap1gapa	ENSDARG00000056554	ENSDART00000135613
myh7	ENSDARG00000079564	ENSDART00000099532
myh7	ENSDARG00000079564	ENSDART00000192445
	ENSDARG00000095446	ENSDART00000144656
	ENSDARG00000095446	ENSDART00000137401
xkr8.1	ENSDARG00000004498	ENSDART00000104033
or42d3	ENSDARG00000088846	ENSDART00000127447
cdc5l	ENSDARG00000043797	ENSDART00000064313
pcdh12	ENSDARG00000076594	ENSDART00000111262
pa2g4a	ENSDARG00000039578	ENSDART00000057823
or42c1	ENSDARG00000091791	ENSDART00000100068
si:ch73-27e22.1	ENSDARG00000111423	ENSDART00000081690
si:ch73-27e22.1	ENSDARG00000111423	ENSDART00000189873
si:ch73-27e22.1	ENSDARG00000111423	ENSDART00000192241
si:ch73-27e22.1	ENSDARG00000111423	ENSDART00000191236
	ENSDARG00000112855	ENSDART00000170579
ddx11	ENSDARG00000011072	ENSDART00000009217
ddx11	ENSDARG00000011072	ENSDART00000192886
	ENSDARG00000097175	ENSDART00000155570
si:dkey-56e3.3	ENSDARG00000075194	ENSDART00000111367
cdadc1	ENSDARG00000036650	ENSDART00000053232
cdadc1	ENSDARG00000036650	ENSDART00000133205
cdadc1	ENSDARG00000036650	ENSDART00000148893
ogna	ENSDARG00000044132	ENSDART00000064801
ing5b	ENSDARG00000068175	ENSDART00000098415
or71al2	ENSDARG00000041033	ENSDART00000134933
or71al2	ENSDARG00000041033	ENSDART00000173915
	ENSDARG00000111380	ENSDART00000147647
bhlhe23	ENSDARG00000037588	ENSDART00000054736
	ENSDARG00000014951	ENSDART00000049178
itga11a	ENSDARG00000036086	ENSDART00000052389
ywhaz	ENSDARG00000032575	ENSDART00000041960
	ENSDARG00000097450	ENSDART00000155348
	ENSDARG00000097450	ENSDART00000154545
	ENSDARG00000093992	ENSDART00000131877
ppm1kb	ENSDARG00000010655	ENSDART00000145550
ppm1kb	ENSDARG00000010655	ENSDART00000150677
ppm1kb	ENSDARG00000010655	ENSDART00000148285
si:dkeyp-69e1.8	ENSDARG00000055731	ENSDART00000143697
b3galt6	ENSDARG00000038414	ENSDART00000160777
b3galt6	ENSDARG00000038414	ENSDART00000082510
il15l	ENSDARG00000007743	ENSDART00000011030
il15l	ENSDARG00000007743	ENSDART00000143092
il15l	ENSDARG00000007743	ENSDART00000062666
il15l	ENSDARG00000007743	ENSDART00000136029
il15l	ENSDARG00000007743	ENSDART00000163532
il15l	ENSDARG00000007743	ENSDART00000161047
il15l	ENSDARG00000007743	ENSDART00000169537
cenpi	ENSDARG00000052565	ENSDART00000074438
cenpi	ENSDARG00000052565	ENSDART00000191709
	ENSDARG00000095857	ENSDART00000150196
sertad2b	ENSDARG00000055530	ENSDART00000077899
sertad2b	ENSDARG00000055530	ENSDART00000190790
ggact.1	ENSDARG00000070581	ENSDART00000103795
	ENSDARG00000092266	ENSDART00000148134
or42e3	ENSDARG00000025658	ENSDART00000127485
or42e3	ENSDARG00000025658	ENSDART00000185386
	ENSDARG00000101358	ENSDART00000168131
frk	ENSDARG00000027807	ENSDART00000149973
frk	ENSDARG00000027807	ENSDART00000032212
rnd1a	ENSDARG00000030547	ENSDART00000044986
rnd1a	ENSDARG00000030547	ENSDART00000122654
cfap45	ENSDARG00000068103	ENSDART00000124798
cfap45	ENSDARG00000068103	ENSDART00000127379
cfap45	ENSDARG00000068103	ENSDART00000124444
cfap45	ENSDARG00000068103	ENSDART00000192545
cfap45	ENSDARG00000068103	ENSDART00000098292
si:ch73-27e22.7	ENSDARG00000093345	ENSDART00000132998
lzts2a	ENSDARG00000074597	ENSDART00000147579
lzts2a	ENSDARG00000074597	ENSDART00000146795
lzts2a	ENSDARG00000074597	ENSDART00000109277
appa	ENSDARG00000104279	ENSDART00000172116
appa	ENSDARG00000104279	ENSDART00000167331
appa	ENSDARG00000104279	ENSDART00000161223
appa	ENSDARG00000104279	ENSDART00000171019
appa	ENSDARG00000104279	ENSDART00000170483
appa	ENSDARG00000104279	ENSDART00000166786
zbed4	ENSDARG00000024306	ENSDART00000131240
zbed4	ENSDARG00000024306	ENSDART00000034534
her11	ENSDARG00000002707	ENSDART00000026907
col6a1	ENSDARG00000074908	ENSDART00000110608
ccnp	ENSDARG00000055250	ENSDART00000077577
ccnp	ENSDARG00000055250	ENSDART00000139291
ifi44f5	ENSDARG00000002293	ENSDART00000105455
ifi44f5	ENSDARG00000002293	ENSDART00000160415
poglut2	ENSDARG00000031971	ENSDART00000042297
poglut2	ENSDARG00000031971	ENSDART00000135652
cenpp	ENSDARG00000044135	ENSDART00000064805
cenpp	ENSDARG00000044135	ENSDART00000148489
anxa1c	ENSDARG00000104359	ENSDART00000170518
anxa1c	ENSDARG00000104359	ENSDART00000166183
anxa1c	ENSDARG00000104359	ENSDART00000162368
anxa1c	ENSDARG00000104359	ENSDART00000161876
	ENSDARG00000105758	ENSDART00000174149
ddx39aa	ENSDARG00000006225	ENSDART00000145757
ddx39aa	ENSDARG00000006225	ENSDART00000014727
xkr8.2	ENSDARG00000076820	ENSDART00000151129
	ENSDARG00000116618	ENSDART00000137146
	ENSDARG00000116618	ENSDART00000191916
	ENSDARG00000116618	ENSDART00000185738
	ENSDARG00000116618	ENSDART00000181819
usp12b	ENSDARG00000074367	ENSDART00000114429
alkal2b	ENSDARG00000042815	ENSDART00000156509
ACOXL	ENSDARG00000020149	ENSDART00000131239
ACOXL	ENSDARG00000020149	ENSDART00000181508
septin8b	ENSDARG00000014233	ENSDART00000021260
septin8b	ENSDARG00000014233	ENSDART00000144441
clcn5a	ENSDARG00000019693	ENSDART00000138664
clcn5a	ENSDARG00000019693	ENSDART00000144652
clcn5a	ENSDARG00000019693	ENSDART00000154758
	ENSDARG00000099660	ENSDART00000032374
hdac6	ENSDARG00000008384	ENSDART00000148993
hdac6	ENSDARG00000008384	ENSDART00000149671
hdac6	ENSDARG00000008384	ENSDART00000180659
	ENSDARG00000043238	ENSDART00000099520
	ENSDARG00000093538	ENSDART00000131247
eif2b2	ENSDARG00000041397	ENSDART00000060689
	ENSDARG00000098031	ENSDART00000156007
cast	ENSDARG00000058693	ENSDART00000135858
cast	ENSDARG00000058693	ENSDART00000131448
cast	ENSDARG00000058693	ENSDART00000138619
cast	ENSDARG00000058693	ENSDART00000141297
cast	ENSDARG00000058693	ENSDART00000144770
cast	ENSDARG00000058693	ENSDART00000136308
cast	ENSDARG00000058693	ENSDART00000133443
cast	ENSDARG00000058693	ENSDART00000144370
cast	ENSDARG00000058693	ENSDART00000139289
cast	ENSDARG00000058693	ENSDART00000138989
cast	ENSDARG00000058693	ENSDART00000139814
cast	ENSDARG00000058693	ENSDART00000135937
cast	ENSDARG00000058693	ENSDART00000148097
cast	ENSDARG00000058693	ENSDART00000133171
cast	ENSDARG00000058693	ENSDART00000132699
cast	ENSDARG00000058693	ENSDART00000171708
cast	ENSDARG00000058693	ENSDART00000183811
cast	ENSDARG00000058693	ENSDART00000081614
cast	ENSDARG00000058693	ENSDART00000162426
	ENSDARG00000099094	ENSDART00000169497
	ENSDARG00000097211	ENSDART00000154427
her5	ENSDARG00000008796	ENSDART00000145336
gdap1l1	ENSDARG00000028628	ENSDART00000047082
	ENSDARG00000095853	ENSDART00000148433
exosc4	ENSDARG00000103432	ENSDART00000163310
	ENSDARG00000094797	ENSDART00000142588
tnfsf10l3	ENSDARG00000032746	ENSDART00000128011
	ENSDARG00000058459	ENSDART00000155065
	ENSDARG00000058459	ENSDART00000158986
dnajb6a	ENSDARG00000004680	ENSDART00000019417
dnajb6a	ENSDARG00000004680	ENSDART00000185119
ITLN1	ENSDARG00000095082	ENSDART00000174013
	ENSDARG00000058460	ENSDART00000146303
	ENSDARG00000058460	ENSDART00000055023
si:ch211-248a14.8	ENSDARG00000097693	ENSDART00000155379
si:ch211-248a14.8	ENSDARG00000097693	ENSDART00000156028
si:ch211-248a14.8	ENSDARG00000097693	ENSDART00000153764
si:ch211-248a14.8	ENSDARG00000097693	ENSDART00000186628
	ENSDARG00000063577	ENSDART00000136551
